날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
	2024-05-17,108,18.3,10.8,24.9
	2024-05-18,108,20.7,16,26.5
	2024-05-19,108,21.5,15.9,27.9
	2024-05-20,108,19.4,16.8,22.8
	2024-05-21,108,21.7,16.3,28.3
	2024-05-22,108,20.5,16.4,25.5
	2024-05-23,108,20.2,15.8,26.4
	2024-05-24,108,20.1,15.7,24.7
	2024-05-25,108,21.4,18.7,24.7
	2024-05-26,108,19.9,17,23.7
	2024-05-27,108,18.5,14.1,22.6
	2024-05-28,108,20.4,14.3,26.1
	2024-05-29,108,21.2,15.4,26.8
	2024-05-30,108,20.7,16.2,24.6
	2024-05-31,108,20.4,16.9,25.4
	2024-06-01,108,20.7,17.5,25.2
	2024-06-02,108,20.4,15.7,25.8
	2024-06-03,108,22.2,15.7,28.7
	2024-06-04,108,22.8,16.3,29.3
	2024-06-05,108,23.6,18.1,30.1
	2024-06-06,108,24.1,19.3,31.4
	2024-06-07,108,23.1,18.3,28
	2024-06-08,108,20.3,17.9,25
	2024-06-09,108,22.9,17.4,28.8
	2024-06-10,108,24.7,19,31.1
	2024-06-11,108,25.4,21.7,31.6
	2024-06-12,108,24.8,19.2,31.8
	2024-06-13,108,26.4,20,32.8
	2024-06-14,108,26.3,21.4,33
	2024-06-15,108,24.2,21.8,28.2
	2024-06-16,108,24.3,19.9,29.5
	2024-06-17,108,24.8,18.9,30.2
	2024-06-18,108,26,20.4,32.9
	2024-06-19,108,28.8,21.4,35.8
	2024-06-20,108,29.4,23.4,35.4
	2024-06-21,108,28.1,22.9,33.9
	2024-06-22,108,24.2,22.6,26.1
	2024-06-23,108,25.1,22.5,30.1
	2024-06-24,108,24.3,21.2,27.9
	2024-06-25,108,22.9,19.1,27.2
	2024-06-26,108,24.9,18.9,31.6
	2024-06-27,108,26.3,20.6,31.6
	2024-06-28,108,26.6,21.3,32.5
	2024-06-29,108,26.7,21.6,32.3
	2024-06-30,108,23.5,22,24.9
	2024-07-01,108,26.3,22,31.3
	2024-07-02,108,23.2,21.9,25.2
	2024-07-03,108,24.7,23.6,25.9
	2024-07-04,108,26.8,23.2,30.6
	2024-07-05,108,23.4,21.3,26.1
	2024-07-06,108,25.1,22.1,30
	2024-07-07,108,24.4,21.5,28.2
	2024-07-08,108,23.8,23.1,24.5
	2024-07-09,108,24.5,22.7,26.7
	2024-07-10,108,26.6,22.7,31.1
	2024-07-11,108,25.7,23.3,28.9
	2024-07-12,108,25.6,21.8,30.2
	2024-07-13,108,28.1,23.5,33.3
	2024-07-14,108,28.4,24.9,32.1
	2024-07-15,108,28.4,24.5,31.3
	2024-07-16,108,27,24.6,30.7
	2024-07-17,108,25.4,24.1,28.1
	2024-07-18,108,24.3,23.1,25.6
	2024-07-19,108,27,24.2,30.8
	2024-07-20,108,27.2,25.1,30.6
	2024-07-21,108,26.5,22.5,29.8
	2024-07-22,108,26.6,24.3,27.9
	2024-07-23,108,26.4,25.8,27.3
	2024-07-24,108,28.1,26,30.9
	2024-07-25,108,28.8,25.4,32.2
	2024-07-26,108,28.7,25.2,32.7
	2024-07-27,108,28.9,27.5,31.7
	2024-07-28,108,29.2,27.3,32.2
	2024-07-29,108,27.4,26.8,27.8
	2024-07-30,108,28.6,26.3,31.9
	2024-07-31,108,29.4,27,33.3
	2024-08-01,108,29.9,27.3,33.2
	2024-08-02,108,29.6,28.2,32.5
	2024-08-03,108,30.2,27.2,34.2
	2024-08-04,108,31.8,27.3,36.2
	2024-08-05,108,30,26.9,33.7
	2024-08-06,108,29.5,25.6,33.5
	2024-08-07,108,29.6,27.2,33.4
	2024-08-08,108,28.5,26.9,31.6
	2024-08-09,108,29.3,25.6,33.6
	2024-08-10,108,30,26.4,33.6
	2024-08-11,108,30.8,27.8,34.4
	2024-08-12,108,31.1,28.2,34.1
	2024-08-13,108,31.3,28.1,36.4
	2024-08-14,108,30,27.3,34.9
	2024-08-15,108,29.2,26.7,34.6
	2024-08-16,108,29.8,26.8,34.3
	2024-08-17,108,29.8,27.2,34
	2024-08-18,108,29.5,27,33.9
	2024-08-19,108,29.7,26.3,35.3
	2024-08-20,108,31.4,27,35.4
	2024-08-21,108,28.4,26.9,30.8
	,,,,
